Track,Track Version,Test Case,Matcher,Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN","# of Correspondences",Time,Time (HH:MM:SS)
conference,conference-v1,edas-ekaw,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,PROPERTIES,0.0,0.0,0.0,0.0,0,0,4,0,-,-
conference,conference-v1,edas-ekaw,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
conference,conference-v1,cmt-ekaw,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,ALL,1.0,0.5454545454545454,0.16666666666666666,0.7058823529411764,6,0,5,6,2978980477,00:00:02
conference,conference-v1,cmt-ekaw,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,CLASSES,1.0,0.75,0.3333333333333333,0.8571428571428571,6,0,2,6,-,-
conference,conference-v1,cmt-ekaw,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,PROPERTIES,0.0,0.0,0.0,0.0,0,0,3,0,-,-
conference,conference-v1,cmt-ekaw,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
conference,conference-v1,edas-iasted,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,ALL,0.7777777777777778,0.3684210526315789,0.0,0.5,7,2,12,9,3012899963,00:00:03
conference,conference-v1,edas-iasted,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,CLASSES,0.7777777777777778,0.3684210526315789,0.0,0.5,7,2,12,9,-,-
conference,conference-v1,edas-iasted,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
conference,conference-v1,edas-iasted,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
conference,conference-v1,cmt-sigkdd,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,ALL,1.0,0.75,0.3333333333333333,0.8571428571428571,9,0,3,9,2852694924,00:00:02
conference,conference-v1,cmt-sigkdd,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,CLASSES,1.0,0.9,0.5,0.9473684210526316,9,0,1,9,-,-
conference,conference-v1,cmt-sigkdd,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,PROPERTIES,0.0,0.0,0.0,0.0,0,0,2,0,-,-
conference,conference-v1,cmt-sigkdd,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
conference,conference-v1,iasted-sigkdd,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,ALL,0.7333333333333333,0.7333333333333333,0.0,0.7333333333333333,11,4,4,15,3094061016,00:00:03
conference,conference-v1,iasted-sigkdd,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,CLASSES,0.7333333333333333,0.7333333333333333,0.0,0.7333333333333333,11,4,4,15,-,-
conference,conference-v1,iasted-sigkdd,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,PROPERTIES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
conference,conference-v1,iasted-sigkdd,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,INSTANCES,0.0,0.0,0.0,0.0,0,0,0,0,-,-
conference,conference-v1,cmt-edas,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,ALL,0.8888888888888888,0.6153846153846154,0.0,0.7272727272727274,8,1,5,9,3110532869,00:00:03
conference,conference-v1,cmt-edas,/home/juliansampels/melt/examples/externalPythonMatcherSeals rw0/target/external-python-matcher-seals-1.0-seals.zip,CLASSES,0.8888888888888888,1.0,0.0,0.9411764705882353,8,1,0,9,-,-
